,Game_ID,Opponent_Number,Date,Is_Weekend,Month,Year,Is_Day,Win_Streak,Win_Per,Bobble_head,Precip,Temp,Attendance,DOW
422,71,12,20170619,0,6,2017,0,4,0.633802817,0,0,74,"43,266",Mon
423,72,12,20170620,0,6,2017,0,5,0.638888889,0,0,75,"47,715",Tue
424,73,12,20170621,0,6,2017,0,6,0.643835616,1,0,75,"42,330",Wed
425,74,12,20170622,0,6,2017,0,7,0.648648649,0,0,70,"45,967",Thu
426,32,12,20160509,0,5,2016,0,0,0.5,0,0,61,"42,186",Mon
427,33,12,20160510,0,5,2016,0,1,0.515151515,0,0.2,63,"38,858",Tue
428,34,12,20160511,0,5,2016,0,0,0.5,1,0.1,64,"40,970",Wed
429,35,12,20160512,0,5,2016,0,1,0.514285714,0,0,69,"41,765",Thu
430,81,12,20150703,0,7,2015,0,0,0.555555556,0,0,83,"52,570",Fri
431,82,12,20150704,1,7,2015,1,1,0.56097561,0,0,83,"51,252",Sat
432,83,12,20150705,1,7,2015,1,0,0.554216867,0,0,80,"40,027",Sun
433,130,12,20140822,0,8,2014,0,2,0.561538462,0,0,77,"44,374",Fri
434,131,12,20140823,1,8,2014,0,3,0.564885496,0,0,78,"51,215",Sat
435,132,12,20140824,1,8,2014,1,0,0.560606061,0,0,77,"47,290",Sun
436,118,12,20130812,0,8,2013,0,6,0.576271186,0,0,75,"42,915",Mon
437,119,12,20130813,0,8,2013,0,7,0.579831933,0,0,77,"46,335",Tue
438,120,12,20130814,0,8,2013,0,8,0.583333333,0,0,80,"44,091",Wed
439,77,12,20120628,0,6,2012,0,0,0.558441558,1,0,74,"49,006",Thu
440,78,12,20120629,0,6,2012,0,0,0.551282051,0,0,76,"49,763",Fri
441,79,12,20120630,1,6,2012,1,0,0.544303797,0,0,74,"44,217",Sat
442,80,12,20120701,1,7,2012,0,1,0.55,0,0,70,"55,359",Sun
443,86,12,20110704,0,7,2011,0,0,0.430232558,0,0,79,"56,000",Mon
444,87,12,20110705,0,7,2011,0,0,0.425287356,0,0,79,"32,329",Tue
445,88,12,20110706,0,7,2011,0,0,0.420454545,0,0,79,"31,005",Wed
446,89,12,20110707,0,7,2011,0,1,0.426966292,1,0,80,"56,000",Thu
447,78,13,20170626,0,6,2017,0,0,0.653846154,0,0,78,"43,126",Mon
448,79,13,20170627,0,6,2017,0,1,0.658227848,0,0,74,"47,245",Tue
449,39,13,20160516,0,5,2016,0,0,0.512820513,0,0,63,"39,583",Mon
450,40,13,20160517,0,5,2016,0,1,0.525,0,0,63,"42,514",Tue
451,103,13,20150731,0,7,2015,0,2,0.563106796,0,0,84,"53,380",Fri
452,104,13,20150801,1,8,2015,1,3,0.567307692,0,0,83,"52,979",Sat
453,105,13,20150802,1,8,2015,1,4,0.571428571,0,0,86,"52,116",Sun
454,113,13,20140804,0,8,2014,0,0,0.557522124,0,0,80,"53,166",Mon
455,114,13,20140805,0,8,2014,0,1,0.561403509,0,0,77,"53,051",Tue
456,49,13,20130527,0,5,2013,0,1,0.428571429,0,0.1,64,"49,953",Mon
457,50,13,20130528,0,5,2013,0,2,0.44,0,0,72,"46,443",Tue
458,62,13,20120611,0,6,2012,0,0,0.629032258,0,0,65,"50,559",Mon
459,63,13,20120612,0,6,2012,0,1,0.634920635,1,0,67,"55,279",Tue
460,64,13,20120613,0,6,2012,0,0,0.625,0,0,67,"43,494",Wed
461,77,13,20110624,0,6,2011,0,0,0.441558442,0,0,71,"43,640",Fri
462,78,13,20110625,1,6,2011,1,0,0.435897436,0,0,72,"41,108",Sat
463,79,13,20110626,1,6,2011,1,1,0.443037975,0,0,73,"43,104",Sun
464,88,14,20170707,0,7,2017,0,4,0.670454545,0,0,94,"48,017",Fri
465,89,14,20170708,1,7,2017,1,5,0.674157303,0,0.1,96,"45,225",Sat
466,90,14,20170709,1,7,2017,1,6,0.677777778,0,0,87,"41,524",Sun
467,96,15,20170720,0,7,2017,0,0,0.6875,0,0,84,"45,636",Thu
468,97,15,20170721,0,7,2017,0,0,0.680412371,0,0,85,"46,083",Fri
469,98,15,20170722,1,7,2017,0,1,0.683673469,0,0,87,"47,497",Sat
470,99,15,20170723,1,7,2017,1,2,0.686868687,0,0,84,"44,701",Sun
471,56,15,20160603,0,6,2016,0,1,0.517857143,0,0,73,"46,366",Fri
472,57,15,20160604,1,6,2016,0,2,0.526315789,0,0,71,"47,126",Sat
473,58,15,20160605,1,6,2016,1,3,0.534482759,0,0,69,"47,950",Sun
474,44,15,20150525,0,5,2015,0,1,0.613636364,0,0,69,"44,680",Mon
475,45,15,20150526,0,5,2015,0,2,0.622222222,0,0,72,"40,667",Tue
476,46,15,20150527,0,5,2015,0,0,0.608695652,0,0,71,"37,837",Wed
477,107,15,20140729,0,7,2014,0,4,0.560747664,0,0,82,"49,630",Tue
478,108,15,20140730,0,7,2014,0,5,0.564814815,0,0,85,"47,386",Wed
479,109,15,20140731,0,7,2014,0,6,0.568807339,1,0,86,"51,163",Thu
480,59,15,20130606,0,6,2013,0,1,0.440677966,1,0.1,66,"44,196",Thu
481,60,15,20130607,0,6,2013,0,2,0.45,0,0.1,65,"47,164",Fri
482,61,15,20130608,1,6,2013,0,0,0.442622951,0,0,65,"52,716",Sat
483,62,15,20130609,1,6,2013,1,0,0.435483871,0,0,67,"39,028",Sun
484,17,15,20120423,0,4,2012,0,1,0.764705882,0,0.8,58,"26,376",Mon
485,18,15,20120424,0,4,2012,0,0,0.722222222,0,0,60,"44,014",Tue
486,19,15,20120425,0,4,2012,0,0,0.684210526,0,14.8,62,"26,345",Wed
487,17,15,20110418,0,4,2011,0,2,0.470588235,0,0,60,"28,292",Mon
488,18,15,20110419,0,4,2011,0,0,0.444444444,0,0.1,61,"41,596",Tue
489,19,15,20110420,0,4,2011,0,1,0.473684211,0,0,63,"29,473",Wed
490,20,15,20110421,0,4,2011,1,2,0.5,0,0,60,"30,711",Thu
491,100,16,20170724,0,7,2017,0,3,0.69,0,0.7,81,"47,754",Mon
492,101,16,20170725,0,7,2017,0,4,0.693069307,0,0,83,"44,403",Tue
493,102,16,20170726,0,7,2017,0,5,0.696078431,1,0,86,"50,941",Wed
494,118,17,20170815,0,8,2017,0,3,0.711864407,1,0.6,71,"46,385",Tue
495,119,17,20170816,0,8,2017,0,4,0.714285714,0,0,71,"52,413",Wed
496,59,17,20140602,0,6,2014,0,1,0.525423729,0,0,69,"37,336",Mon
497,60,17,20140603,0,6,2014,0,0,0.516666667,0,0,73,"44,477",Tue
498,61,17,20140604,0,6,2014,0,0,0.508196721,0,0,74,"45,540",Wed
499,65,17,20120615,0,6,2012,0,1,0.630769231,0,0.1,64,"40,432",Fri
500,66,17,20120616,1,6,2012,0,0,0.621212121,0,0.1,68,"45,210",Sat
501,67,17,20120617,1,6,2012,1,1,0.626865672,0,0,75,"53,504",Sun
502,127,18,20170825,0,8,2017,0,2,0.716535433,0,0,75,"52,455",Fri
503,128,18,20170826,1,8,2017,0,0,0.7109375,0,0,76,"52,345",Sat
504,129,18,20170827,1,8,2017,1,0,0.705426357,0,0,78,"51,355",Sun
505,68,18,20160616,0,6,2016,0,0,0.514705882,0,0,67,"44,183",Thu
506,69,18,20160617,0,6,2016,0,1,0.52173913,0,0,70,"44,998",Fri
507,70,18,20160618,1,6,2016,0,2,0.528571429,0,0,75,"44,112",Sat
508,71,18,20160619,1,6,2016,1,3,0.535211268,0,0,83,"45,931",Sun
509,88,18,20150710,0,7,2015,0,3,0.568181818,0,0,72,"44,200",Fri
510,89,18,20150711,1,7,2015,0,0,0.561797753,1,0,77,"49,081",Sat
511,90,18,20150712,1,7,2015,1,1,0.566666667,0,0,80,"43,229",Sun
512,124,18,20140815,0,8,2014,0,0,0.564516129,0,0,81,"47,272",Fri
513,125,18,20140816,1,8,2014,0,0,0.56,0,0,84,"50,849",Sat
514,126,18,20140817,1,8,2014,1,0,0.555555556,0,0,83,"43,357",Sun
515,22,18,20130426,0,4,2013,0,2,0.5,0,0,62,"44,930",Fri
516,23,18,20130427,1,4,2013,0,0,0.47826087,0,0,68,"50,224",Sat
517,24,18,20130428,1,4,2013,1,1,0.5,0,0,64,"49,003",Sun
518,48,18,20120528,0,5,2012,0,0,0.666666667,0,0,71,"38,016",Mon
519,49,18,20120529,0,5,2012,0,0,0.653061224,1,0,65,"51,137",Tue
520,50,18,20120530,0,5,2012,0,0,0.64,0,0,65,"25,509",Wed
521,51,18,20120531,0,5,2012,0,0,0.62745098,0,0,69,"26,773",Thu
522,42,18,20110516,0,5,2011,0,0,0.452380952,0,0,59,"35,346",Mon
523,43,18,20110517,0,5,2011,0,1,0.465116279,1,4.7,56,"42,138",Tue
524,85,19,20160704,0,7,2016,0,5,0.564705882,0,0.2,69,"47,378",Mon
525,86,19,20160705,0,7,2016,0,0,0.558139535,0,0.3,65,"45,373",Tue
526,87,19,20160706,0,7,2016,1,0,0.551724138,0,0.2,67,"40,899",Wed
527,101,20,20160726,0,7,2016,0,3,0.564356436,1,0,76,"46,960",Tue
528,102,20,20160727,0,7,2016,1,0,0.558823529,0,0,77,"43,576",Wed
529,115,20,20130809,0,8,2013,0,3,0.565217391,0,0,73,"51,083",Fri
530,116,20,20130810,1,8,2013,1,4,0.568965517,1,0,73,"52,619",Sat
531,117,20,20130811,1,8,2013,0,5,0.572649573,0,0,76,"52,248",Sun
532,109,21,20160805,0,8,2016,0,0,0.550458716,0,0.2,73,"52,728",Fri
533,110,21,20160806,1,8,2016,1,1,0.554545455,0,0.2,72,"47,696",Sat
534,111,21,20160807,1,8,2016,1,2,0.558558559,0,0.1,74,"50,640",Sun
535,128,21,20130823,0,8,2013,0,4,0.59375,0,0,80,"50,240",Fri
536,129,21,20130824,1,8,2013,1,0,0.589147287,0,0,80,"48,165",Sat
537,130,21,20130825,1,8,2013,0,0,0.584615385,0,0,81,"44,109",Sun
538,7,22,20150413,0,4,2015,0,2,0.571428571,0,0,73,"42,202",Mon
539,8,22,20150414,0,4,2015,0,3,0.625,0,0,72,"43,115",Tue
540,9,22,20150415,0,4,2015,0,4,0.666666667,0,0,75,"51,287",Wed
541,66,23,20150617,0,6,2015,0,0,0.560606061,0,0,86,"42,906",Wed
542,67,23,20150618,0,6,2015,0,1,0.567164179,0,0,85,"46,977",Thu
543,101,24,20150728,0,7,2015,0,0,0.554455446,0,0,87,"50,182",Tue
544,102,24,20150729,0,7,2015,0,1,0.558823529,1,0,91,"51,788",Wed
545,9,25,20140408,0,4,2014,0,2,0.666666667,0,0,73,"53,231",Tue
546,10,25,20140409,0,4,2014,0,0,0.6,0,0,70,"42,687",Wed
547,74,25,20110620,0,6,2011,0,2,0.445945946,0,0,70,"29,355",Mon
548,75,25,20110621,0,6,2011,0,3,0.453333333,0,0,72,"37,769",Tue
549,76,25,20110622,0,6,2011,1,0,0.447368421,0,0,70,"30,332",Wed
550,85,26,20140630,0,6,2014,0,3,0.564705882,0,0,80,"45,627",Mon
551,86,26,20140701,0,7,2014,0,0,0.558139535,0,0,80,"46,300",Tue
552,87,26,20140702,0,7,2014,1,0,0.551724138,0,0,78,"50,199",Wed
553,105,27,20130730,0,7,2013,0,4,0.542857143,0,0.2,67,"52,447",Tue
554,106,27,20130731,0,7,2013,0,0,0.537735849,0,0.1,64,"53,013",Wed
555,45,28,20120525,0,5,2012,0,0,0.666666667,0,0.1,59,"36,283",Fri
556,46,28,20120526,1,5,2012,0,1,0.673913043,0,0,62,"36,561",Sat
557,47,28,20120527,1,5,2012,1,2,0.680851064,0,0,66,"33,306",Sun
558,71,28,20110617,0,6,2011,0,0,0.436619718,0,0,63,"35,053",Fri
559,72,28,20110618,1,6,2011,0,0,0.430555556,0,0,65,"36,124",Sat
560,73,28,20110619,1,6,2011,1,1,0.438356164,0,0.1,63,"44,665",Sun
561,117,28,20110812,0,8,2011,0,1,0.452991453,0,0,68,"33,642",Fri
562,118,28,20110813,1,8,2011,0,2,0.457627119,0,0,73,"36,111",Sat
563,119,28,20110814,1,8,2011,1,3,0.462184874,0,0,71,"36,339",Sun
564,52,29,20110527,0,5,2011,0,1,0.442307692,0,0,74,"34,407",Fri
565,53,29,20110528,1,5,2011,0,0,0.433962264,0,0,69,"29,971",Sat
566,54,29,20110529,1,5,2011,1,1,0.444444444,0,0.2,63,"30,621",Sun
